player_id,timestamp,score,level,aliens_destroyed,shots_fired,accuracy,time_played_seconds,lives_remaining,player_x_position,player_movement,powerups_collected,game_completed,device_type,browser,os,session_id
f79a7715,2025-03-30T06:14:11.267659,3204,2,22,79,0.69,289,1,344,stationary,3,False,tablet,edge,macos,e4b766fd-6b3d-4d84-b3e2-ad4be3046a0f
ad9b7ea5,2025-03-29T22:08:11.267659,2074,1,40,32,0.01,192,1,19,right,2,True,desktop,chrome,macos,4759f9a2-6dfb-486a-8024-38676bc4c3af
c8a11bfa,2025-03-30T10:38:56.267659,2960,4,11,51,0.64,498,3,530,left,5,True,mobile,firefox,linux,85298add-78cb-469a-8fc8-69533baca600
7bab0010,2025-03-30T07:45:29.267659,8650,7,28,71,0.21,495,3,360,left,1,False,mobile,edge,android,bf27cba1-8169-47fb-b047-dcf367330f41
e2849360,2025-03-30T01:53:11.267659,8643,7,34,47,0.99,40,1,741,left,5,True,mobile,edge,android,502abe2b-b95e-4b87-a848-e0adffb70bcc
cc5a8434,2025-03-30T09:54:03.267659,3827,6,1,74,0.95,418,0,87,right,1,False,tablet,edge,android,8508c9f2-d7c9-4ecb-bdc3-9e12daf6813d
8a122542,2025-03-30T08:00:12.267659,6831,3,15,89,0.5,113,0,602,stationary,1,True,mobile,safari,ios,5554aba9-7003-4929-b552-992594765a99
e848a767,2025-03-30T00:08:54.267659,9348,3,6,90,0.39,220,3,193,stationary,2,True,mobile,chrome,macos,6d1e685b-e09b-4e4b-b6ee-e5443bac9364
e96083ea,2025-03-30T01:11:06.267659,1967,6,5,25,0.41,419,2,524,left,1,True,tablet,chrome,windows,02c83ae5-de11-4ac8-994d-0b86c033a12d
b91b3cbb,2025-03-30T04:40:45.267659,8994,3,46,53,0.6,144,1,644,stationary,0,False,desktop,safari,linux,76e18b82-b463-43c2-b123-9ae2a67775c4
1bb997e2,2025-03-30T02:29:21.267659,8775,7,19,75,0.51,407,2,738,left,2,True,mobile,safari,android,cbe711c4-9617-4dab-b2e3-c22bde5400f2
16a2b23b,2025-03-30T01:04:00.267659,6503,4,21,2,0.06,528,3,438,left,4,False,tablet,edge,windows,d7647642-3a82-4308-b2b9-17513a8424d4
119e58b4,2025-03-30T05:30:14.267659,9718,6,5,22,0.5,389,0,792,left,2,False,mobile,edge,ios,ccb9a450-c9ef-44f0-9402-af411d2da820
f6acc7a9,2025-03-30T04:20:58.267659,6145,7,48,47,0.05,31,0,610,right,3,True,desktop,safari,macos,02ef269e-4f72-42ab-b323-989c611b2f6b
8c5e963a,2025-03-29T22:57:34.267659,7837,7,8,73,0.11,32,2,315,left,3,False,tablet,edge,windows,1a06d2a5-275b-4cb5-b3f3-b74b2b82a31b
fa8ffc91,2025-03-30T04:32:34.267659,3943,4,38,81,0.41,598,3,451,left,1,True,mobile,chrome,macos,05b4c819-6686-47b9-94e9-81821f76aff6
618a761f,2025-03-30T01:19:21.267659,7894,7,8,56,0.41,73,1,100,stationary,3,False,mobile,edge,ios,07ddd340-43b5-4677-9afb-cf2327f7f846
eab4fac4,2025-03-30T08:21:07.267659,4886,6,4,49,0.14,140,1,216,right,4,False,desktop,firefox,ios,8bdca41e-af51-47ce-9d4b-fd23c78a3541
d82079a4,2025-03-30T00:55:03.267659,4148,7,27,57,0.96,312,0,56,right,2,False,desktop,chrome,windows,29f2df73-d9a3-4179-bdcc-9e56bdf9c5e2
69ed159d,2025-03-29T23:36:41.267659,4135,1,1,88,0.98,370,2,117,left,4,False,mobile,firefox,ios,6b70860c-883b-4a93-abbc-420a89d97e0b
7a511799,2025-03-29T23:45:59.267659,1627,10,23,29,0.0,66,3,432,right,5,True,mobile,safari,android,75acb33c-8689-423d-b903-587f4902a937
