player_id,timestamp,score,level,aliens_destroyed,shots_fired,accuracy,time_played_seconds,lives_remaining,player_x_position,player_movement,powerups_collected,game_completed,device_type,browser,os,session_id
593ffb63,2025-03-30T10:51:37.830218,1187,4,37,94,0.28,250,0,148,left,1,True,mobile,firefox,linux,80c33be4-7312-4f28-b0fc-1847b9d64920
5b1a8573,2025-03-30T07:22:16.830218,3314,3,17,80,0.98,449,1,312,left,3,True,mobile,chrome,linux,00c0376c-1dc5-4098-a1bd-9f91014e6ff0
ff1d9459,2025-03-30T06:23:45.830218,6036,8,13,56,0.07,260,3,22,left,2,False,desktop,firefox,macos,fac688a2-2492-40dc-ac75-534ad94b31ed
b125e776,2025-03-29T22:32:52.830218,7528,8,46,88,0.92,266,3,602,left,2,True,tablet,edge,windows,d5e49f9f-dc01-4765-a590-f7cd1f394f21
a8f20d15,2025-03-30T05:16:44.830218,6687,9,26,21,0.01,505,3,247,left,4,False,mobile,safari,ios,455a3608-8fb1-4f0c-8289-97855cf25024
4bf8ca77,2025-03-30T00:08:34.830218,4585,7,21,39,0.33,556,3,351,stationary,2,True,mobile,safari,android,8380f009-11f8-419d-bd41-02bdfd0dba05
e9104b4f,2025-03-30T08:08:53.830218,8961,6,4,3,0.17,93,2,794,left,3,False,desktop,safari,windows,1dbd9329-294f-4d7f-b2b7-303f937f993a
cf5706f9,2025-03-29T21:56:32.830218,1379,4,29,64,0.54,217,3,715,right,3,False,tablet,safari,android,40a95e02-9084-471d-95f3-beeeaa271204
f55d4253,2025-03-30T01:30:17.830218,9723,7,11,98,0.65,323,2,597,stationary,1,False,mobile,edge,linux,c9336b3a-2edb-4856-a61a-4d52a685927b
9a0dd5e1,2025-03-30T08:49:49.830218,8027,7,35,99,0.96,406,3,628,stationary,0,False,mobile,edge,macos,18355881-b2f3-4e60-b0a1-dfd198701c36
0ce8b130,2025-03-30T06:19:02.830218,9855,3,35,52,0.88,119,0,707,left,1,True,tablet,chrome,windows,231a925e-5546-461c-a356-aa6b382aeda4
67768aaf,2025-03-29T22:11:10.830218,5787,4,1,56,0.5,531,2,312,left,2,False,tablet,safari,android,4f02364c-b981-48ab-9077-1fe176e9eb71
e1347d1c,2025-03-30T10:01:59.830218,1678,1,15,53,0.0,419,2,729,stationary,2,True,desktop,edge,macos,881b04a0-f406-426c-b21f-4618801ddd69
a704c67c,2025-03-30T06:58:15.830218,9431,2,23,30,0.5,589,1,660,right,5,False,tablet,edge,macos,f94df54d-3338-4633-afde-f9549c86cabc
0872122c,2025-03-30T00:43:15.830218,1119,3,11,74,0.81,288,1,220,left,0,False,desktop,chrome,android,830d89fc-fb00-4a7b-8a40-cf31a509c483
a775ec12,2025-03-29T21:42:15.830218,2062,1,19,3,0.14,408,2,305,right,1,True,desktop,edge,linux,3018ebfd-aa35-4c6b-909b-4ddbcf6a5200
5d64ea88,2025-03-30T08:15:41.830218,8857,5,50,32,0.12,47,0,261,stationary,5,False,tablet,firefox,windows,1f1364f6-fc0f-4004-9760-384a8ff86d10
c952a2d8,2025-03-30T02:50:30.830218,5279,1,16,30,0.84,110,3,298,right,0,True,tablet,chrome,windows,efda62d0-984c-460a-a866-140729e68446
4d601c1a,2025-03-30T08:23:32.830218,5844,8,32,70,0.0,509,3,289,stationary,1,True,desktop,firefox,windows,613d1e2b-8013-491b-916d-e92a678676c8
e1faed2a,2025-03-30T03:02:40.830218,3846,8,42,4,0.26,151,0,799,left,3,False,tablet,safari,linux,153c9398-78be-485a-a9ef-a52c8bc495d8
1bbf1b83,2025-03-30T05:33:17.830218,3463,6,3,50,0.65,102,3,567,right,4,False,mobile,safari,macos,19e65c72-9ae4-4d97-bfc9-e2ed1d243cdd
b07e419f,2025-03-30T01:27:47.830218,8921,6,39,22,0.24,358,1,694,stationary,2,True,mobile,safari,macos,3399a725-7df5-4f9e-9a33-5f1fc61d841b
080c2fbc,2025-03-30T10:10:35.830218,8809,10,24,42,0.04,503,2,195,left,0,False,tablet,edge,macos,1a73a1bf-1a88-4f46-b3c7-5d6e68ca89a9
f3207b99,2025-03-30T02:05:02.830218,3802,8,22,17,0.26,446,2,479,right,2,True,tablet,edge,android,9fef0083-9980-4387-8b8c-83384cd102d5
92feeee4,2025-03-30T02:29:11.830218,3324,9,29,81,0.18,572,1,34,right,5,False,mobile,firefox,linux,cd054100-3e52-4582-9c7c-40c9a1e9f2dd
af238c69,2025-03-30T05:50:13.830218,2498,3,24,31,0.19,400,2,372,left,1,False,mobile,safari,windows,465a4058-fce9-487e-a465-c64e5885f03f
8ac3e83a,2025-03-30T02:49:49.830218,8070,8,42,23,0.5,387,0,289,left,1,True,desktop,safari,windows,abef60e5-b2d6-49eb-b2fb-474d89fc86a4
ea76fcbe,2025-03-29T21:53:28.830218,6392,1,1,20,0.46,294,2,442,right,2,True,tablet,firefox,linux,46935e27-d516-491d-8905-2b225cc6f4f2
a4a78125,2025-03-29T22:53:53.830218,7523,2,43,65,0.78,237,2,602,right,3,False,desktop,safari,linux,95c2c587-320d-4520-b6c5-9b297295f0e2
b2f31fe2,2025-03-30T01:21:20.830218,4663,9,31,30,0.12,315,0,17,left,4,False,mobile,edge,android,ee2a2773-19bb-45b2-ac0e-bc21f4d54be5
94cd146f,2025-03-30T10:04:06.830218,7688,1,0,17,0.86,76,0,56,stationary,0,False,desktop,chrome,linux,4732edc8-5090-49d6-8398-ac1a06c736df
ec1be941,2025-03-29T23:13:39.830218,617,8,15,27,0.02,460,3,776,right,0,False,tablet,firefox,linux,65f9664b-a64b-41da-b1cb-a1be9d83a5a9
3496bf81,2025-03-30T07:33:26.830218,1665,4,45,73,0.54,102,0,454,stationary,1,False,tablet,firefox,linux,1701920b-71ef-4bda-a622-56d4518b4ab1
