player_id,timestamp,score,level,aliens_destroyed,shots_fired,accuracy,time_played_seconds,lives_remaining,player_x_position,player_movement,powerups_collected,game_completed,device_type,browser,os,session_id
669aeee6,2025-03-30T08:34:14.595932,146,6,22,8,0.12,252,2,784,stationary,5,False,mobile,chrome,android,961ac3e7-ebde-4880-8511-f2164856beb1
e1c83962,2025-03-30T00:26:35.595932,5471,2,20,66,0.52,551,0,406,stationary,5,False,mobile,edge,ios,625d5318-c9ab-4169-a808-be1812b21e81
ea7f991a,2025-03-30T06:49:43.595932,3639,1,9,22,0.99,456,3,62,left,0,True,desktop,firefox,windows,344c3273-5130-4cef-8f57-7a012641a057
cdcf4aa6,2025-03-30T10:14:41.595932,9481,2,25,15,0.99,423,3,607,stationary,5,False,mobile,chrome,android,345b4947-619f-4d6f-bbc7-ae768223efdb
f648a5a5,2025-03-29T22:44:15.595932,6072,7,0,14,0.4,563,2,62,stationary,0,False,desktop,safari,android,258a0363-7c2e-4d73-865f-0c8fdb4adb6d
6001d527,2025-03-30T07:30:07.595932,1169,5,8,17,0.97,304,3,327,stationary,1,False,mobile,firefox,windows,d6760dcf-8677-4652-9b49-0a85e0371a90
a1bc3957,2025-03-29T21:55:48.595932,7500,9,24,36,0.62,219,0,679,left,3,True,desktop,firefox,android,ffd81e27-d6c4-453c-bf4a-aee1a0b6e3ea
19c6c431,2025-03-30T05:24:53.595932,836,10,28,95,0.88,597,3,246,right,4,True,desktop,firefox,windows,deb781b3-cc00-4d12-b4c2-fbdacc079e3e
21353317,2025-03-30T00:37:46.595932,1202,6,39,36,0.33,326,2,569,stationary,2,False,tablet,firefox,windows,90b9443a-831e-4420-be2d-7c96751b304d
e65eacf1,2025-03-30T00:02:55.595932,4298,7,19,72,0.21,80,0,244,stationary,0,False,desktop,chrome,windows,5259fc1d-d199-41b7-93fb-6aee1c3cc9f3
453e35cb,2025-03-30T03:12:25.595932,1813,4,2,63,0.49,453,0,291,stationary,3,False,desktop,safari,linux,cb8d2655-e956-4067-b7e5-f1b4756b1167
f9dad5ab,2025-03-30T04:16:02.595932,9978,6,32,99,0.51,147,3,384,stationary,5,False,mobile,safari,windows,9066e606-51e7-4371-b7d5-bd9812bdf57a
fee013c8,2025-03-30T04:11:09.595932,6814,9,31,72,0.58,232,1,170,left,1,False,tablet,safari,ios,685d9bec-999c-4512-b007-531f4584ffe7
7c8f970a,2025-03-30T09:27:17.595932,3946,9,17,21,0.48,545,0,15,stationary,4,False,mobile,safari,macos,30e88fb1-ba20-421d-968c-43f64e83497f
a38ed3f3,2025-03-30T08:40:25.595932,9307,10,45,22,0.6,120,0,721,stationary,1,False,mobile,chrome,macos,c2e8ed88-7e73-4b2f-8ee2-9f1256b1430e
3cdd8074,2025-03-30T05:33:45.595932,1344,6,20,75,0.29,501,1,52,stationary,4,False,mobile,firefox,ios,18716c08-7af4-4379-8f23-8389bef5bdac
273b9dcc,2025-03-29T21:43:42.595932,9394,1,25,78,0.86,31,2,464,left,3,True,tablet,chrome,android,a2fdb5fa-b9a2-4753-a7df-f4a7169ebefe
8af74442,2025-03-30T03:00:28.595932,2490,10,18,68,0.68,40,0,523,right,1,True,tablet,chrome,android,06ace2f2-2cd8-42e9-9f06-eecbfb6e0935
307e8ef9,2025-03-30T02:33:27.595932,6417,5,35,40,0.23,33,1,316,right,1,True,tablet,safari,ios,de046625-d18d-47e9-b069-843c63492dfe
6e319c86,2025-03-30T04:48:08.595932,7502,6,31,3,0.51,34,3,652,left,5,False,tablet,firefox,android,d92fe546-cad0-40c2-8924-94f895ec9c1f
f5cd13c4,2025-03-30T06:34:01.595932,9562,7,34,58,0.41,592,0,239,left,5,True,tablet,chrome,android,e4d937d2-770c-44c6-960f-9ecd2ae4fab1
5ce1c2fe,2025-03-30T00:54:07.595932,441,2,41,1,0.91,77,3,328,left,5,True,desktop,safari,ios,ec536483-c790-4b9d-8ce9-737ed9847507
8445cacd,2025-03-30T01:21:47.595932,4060,6,33,91,0.25,95,3,694,stationary,0,True,tablet,safari,android,b21b472a-78aa-478f-bb07-51a6579dd044
fbce1a4a,2025-03-30T06:30:40.595932,7181,10,32,11,0.4,156,3,571,stationary,2,False,desktop,safari,linux,d04e4efa-6844-4210-be71-038d34a66a0c
9ecd6a25,2025-03-30T07:47:46.595932,2022,2,10,54,0.26,179,2,508,right,1,False,desktop,firefox,macos,0539b52f-ac67-43bc-8ab6-5a3790ce6c70
0b955791,2025-03-30T04:38:45.595932,5044,2,12,50,0.01,110,1,225,stationary,2,False,tablet,edge,android,653e814e-951e-4382-8503-cda546d5a7ed
7a155c2e,2025-03-30T09:17:52.595932,6706,5,33,52,0.66,472,0,698,stationary,5,False,mobile,edge,ios,24379bb7-2336-425c-afce-f1a7054ab0c1
3462b927,2025-03-30T10:32:05.595932,2717,6,20,71,0.34,566,2,143,stationary,4,False,desktop,safari,windows,b586f19f-14d6-4e52-9f50-b04548cfdb4d
271f52d6,2025-03-30T03:10:22.595932,2190,1,31,0,0.05,150,1,272,left,2,False,desktop,chrome,macos,70c689c2-6502-40ae-9d8c-b783bbb3a123
485e267d,2025-03-30T02:43:01.595932,4396,7,11,50,0.97,112,3,743,right,4,True,desktop,firefox,macos,af22857c-bac1-4fee-b0ed-836cba8dd95b
