player_id,timestamp,score,level,aliens_destroyed,shots_fired,accuracy,time_played_seconds,lives_remaining,player_x_position,player_movement,powerups_collected,game_completed,device_type,browser,os,session_id
466415e7,2025-03-30T05:50:35.212865,6387,2,34,75,0.25,237,0,707,right,5,False,desktop,edge,ios,ffe56418-2b32-452b-86eb-bca9e84be2d3
2c4072c9,2025-03-30T08:59:07.212865,8154,1,26,37,0.67,380,1,478,stationary,4,True,desktop,chrome,android,53d38517-d290-44c7-822a-21eb75cc2146
5d361335,2025-03-29T23:36:43.212865,8634,7,3,71,0.94,188,3,163,left,5,False,desktop,firefox,windows,b63e7c84-0b42-4c55-bac9-dbcc2baaf436
0da3355d,2025-03-30T02:12:29.212865,3213,1,38,61,0.58,101,2,508,stationary,2,False,mobile,chrome,linux,ae57d512-1460-4f96-94ca-fa80ddf88ff8
849bfc37,2025-03-30T10:18:50.212865,1404,6,37,95,0.47,56,3,413,left,0,True,tablet,edge,macos,9a1d36b5-60a1-44e9-b7f6-d7cec7cfb9cc
3cbe57de,2025-03-29T23:14:32.212865,3542,1,31,91,0.47,556,2,753,left,4,False,desktop,chrome,android,85d94a28-8e81-4d39-8f49-c92cc9c44bec
bab94b63,2025-03-30T09:52:10.212865,4518,10,8,9,0.02,233,3,58,stationary,1,False,desktop,firefox,linux,d45a7cfb-1dde-4933-86bc-758fce40f406
5e44b4d4,2025-03-30T05:05:28.212865,7000,9,38,83,0.95,298,0,61,stationary,4,True,desktop,edge,linux,9c86fd2a-652f-474b-981e-9194ae186b7f
a9e35f13,2025-03-30T07:50:38.212865,4363,6,23,50,0.81,363,1,292,stationary,4,True,mobile,chrome,android,af05faa7-02c9-4726-af68-12eff7e92f49
693464f7,2025-03-30T03:23:11.212865,6314,9,49,82,0.35,527,3,177,right,4,False,tablet,chrome,android,cb99c3c8-7068-4609-b836-468846edff52
b8be4ded,2025-03-30T10:52:57.212865,2516,4,0,30,0.34,68,0,172,right,0,True,mobile,firefox,android,11cbd4d2-c475-4b6b-9e48-6258a4428ec7
e3292741,2025-03-30T05:52:54.212865,2178,5,11,48,0.76,447,3,194,right,5,True,desktop,edge,ios,c5e0a3d3-4bfb-4452-8529-f5bd35304126
