player_id,timestamp,score,level,aliens_destroyed,shots_fired,accuracy,time_played_seconds,lives_remaining,player_x_position,player_movement,powerups_collected,game_completed,device_type,browser,os,session_id
41538ce9,2025-03-30T07:17:43.854719,1068,5,12,75,0.01,409,0,645,left,2,False,tablet,edge,macos,ab965d6a-32e7-4bf1-8db1-254c47f743c1
bd57d795,2025-03-30T00:31:30.854719,5678,4,25,11,0.73,343,3,401,left,1,False,mobile,edge,android,8c29102b-0b77-47a6-a80c-776f0e7aa971
c283ca5a,2025-03-30T01:19:43.854719,6868,10,0,87,0.54,561,0,534,left,2,True,desktop,edge,ios,e7a08127-f063-4bae-adf0-4b8677526de7
bfaf0084,2025-03-30T06:15:03.854719,7364,6,40,61,0.56,226,0,676,right,3,False,desktop,chrome,macos,63a0c95b-fc0e-441c-8a7a-2538371e4a94
23286a7e,2025-03-30T01:31:37.854719,2017,10,3,45,0.68,191,1,151,stationary,0,False,desktop,safari,ios,7d944003-5dfd-4c87-86a0-9b686d788529
60a9f727,2025-03-30T03:14:12.854719,1245,8,32,17,0.69,598,1,327,stationary,1,True,mobile,chrome,ios,aa708a27-05eb-4319-95ed-81319337a583
69295d24,2025-03-30T03:37:17.854719,8910,2,39,76,0.68,270,2,9,stationary,3,True,desktop,edge,macos,adc90592-98ae-4739-81d6-470f8fb66ecc
3a6d98d3,2025-03-29T23:06:56.854719,7376,4,45,47,0.73,294,1,304,stationary,2,False,desktop,firefox,linux,e04663e1-1fd4-45ae-969d-70876c328df0
9420c3d9,2025-03-30T07:15:04.854719,4983,8,31,55,0.36,472,2,240,right,3,True,tablet,edge,windows,72fcfa9a-72c2-4a7b-9187-5807bcbf7860
0cd2c220,2025-03-30T03:19:38.854719,6732,3,17,76,0.64,99,0,539,left,5,True,mobile,safari,windows,f73e7e76-1567-4684-8000-64a2a9557d11
bf3f6650,2025-03-30T03:15:00.854719,7107,3,17,16,0.95,55,2,745,stationary,3,True,tablet,chrome,linux,ca76fba4-5964-4354-b3c5-a7dc9039999e
53b029cf,2025-03-30T03:23:44.854719,2969,10,35,40,0.91,516,3,774,right,2,True,mobile,firefox,ios,76eaa9b6-1c2a-4dbc-be9e-74256264932a
5dd14a52,2025-03-30T10:10:33.854719,9654,7,29,64,0.8,263,2,576,right,1,False,tablet,safari,android,ff181439-9cc8-4982-99dc-0d2903d65eaf
ee4efb9c,2025-03-30T10:35:29.854719,4963,3,14,60,0.86,481,3,719,left,3,True,tablet,edge,macos,02f2c4f6-de50-49fb-b8e8-c3d185bdc382
bc4040a3,2025-03-30T06:27:44.854719,9197,4,15,72,0.39,35,1,312,left,3,False,desktop,firefox,windows,f0298a2f-3811-4751-b11d-9f2b593243db
3843deb5,2025-03-30T07:48:40.854719,9768,5,34,67,0.36,138,0,781,left,4,False,tablet,safari,windows,f3fd3825-4075-401e-82a7-a3322c0c1f97
c8a4693c,2025-03-30T01:05:43.854719,6655,1,11,47,0.37,35,0,137,right,5,False,desktop,edge,macos,c5dd6b39-d9d7-4a81-be5c-f08d227e857d
6e049ca8,2025-03-30T09:34:54.854719,8243,4,17,68,0.06,565,2,409,stationary,4,True,tablet,edge,windows,4524c004-3cb7-47ae-8ce1-243578de8352
7419cee8,2025-03-30T03:51:20.854719,1498,7,29,29,0.04,416,2,506,left,3,True,tablet,firefox,ios,c9bcbf62-9cd1-475e-aa1a-a0ff539d317f
2c8c28e3,2025-03-30T02:27:31.854719,4210,9,17,77,0.74,48,1,386,left,1,False,desktop,edge,linux,e3975d86-15ff-45b7-99d7-30f4a49725b3
178274b3,2025-03-29T22:42:18.854719,5954,10,39,39,0.25,281,0,770,right,2,True,tablet,chrome,android,0a9dd243-0a70-4126-956c-ef0df6beed31
62f77434,2025-03-30T05:53:33.854719,4063,10,26,74,1.0,46,3,451,left,5,False,desktop,firefox,android,3c6586ae-8101-4b39-ab53-a8411215268e
8a206805,2025-03-30T03:45:48.854719,30,7,32,78,0.7,568,3,380,left,3,False,desktop,chrome,ios,ef994634-cdc5-4ebf-be12-9c5fa8af95b9
dddf1e2e,2025-03-30T10:24:08.854719,7190,7,19,36,0.75,246,0,776,right,4,True,desktop,edge,windows,5b8e9b9f-084b-4010-980a-c48c48dcda2b
96a16377,2025-03-30T01:25:46.854719,8633,6,1,66,0.95,126,3,775,stationary,5,True,desktop,safari,ios,9244046a-9e6c-4b55-a1d9-ee2ddacff0d5
08210402,2025-03-30T06:57:02.854719,457,5,18,11,0.91,227,2,18,left,5,False,desktop,safari,linux,64910daa-7183-465e-94a3-18dbe2449614
a83c3a5e,2025-03-30T05:21:51.854719,5703,2,42,46,0.9,197,0,124,right,2,False,mobile,firefox,ios,206bf810-9453-460f-8b1e-71ec0106782e
b9df9294,2025-03-30T04:46:51.854719,858,2,1,93,0.26,524,3,158,left,2,True,mobile,firefox,macos,0f596121-a85e-4136-ba35-f1fb75e3ecf8
82d6d093,2025-03-29T22:09:55.854719,8006,8,12,17,0.47,457,1,58,stationary,1,False,tablet,firefox,macos,40d204ce-91e8-4051-ba35-539d559dbcdc
4f608aa9,2025-03-30T04:13:14.854719,9104,3,7,17,0.35,586,3,524,left,5,True,desktop,firefox,windows,da49b104-4ec7-41f8-b640-4f880a476f5c
5c3239d4,2025-03-30T02:03:56.854719,7092,5,38,29,0.78,400,3,315,left,2,True,mobile,safari,linux,afc5af19-72ad-4515-bb44-ee239103daf9
d6a43bab,2025-03-30T10:58:03.854719,162,10,24,50,0.5,528,3,754,left,3,False,mobile,edge,android,3a0e366b-9532-41c4-81b9-a37a7eaec3ef
4771e562,2025-03-29T22:24:15.854719,2657,2,19,65,0.06,159,2,218,left,0,True,desktop,chrome,android,a7f6bf7d-653f-4df0-a536-6bb9353a08b2
4a2b274c,2025-03-30T08:53:28.854719,9007,10,5,27,0.88,525,0,756,left,0,True,desktop,chrome,android,6ba71478-4b1f-4198-81b9-29fef7e384be
fb30bbe0,2025-03-30T04:36:21.854719,5395,6,37,25,0.04,248,3,312,stationary,2,True,mobile,chrome,macos,cf29b6d9-1d58-47e3-8b33-694ae38886a2
84ec3355,2025-03-30T08:52:33.854719,8873,3,0,100,0.89,313,0,182,left,4,True,tablet,chrome,macos,de5a6bf9-1c82-4f89-b7e3-4e2b839ab9f8
b5d35347,2025-03-29T23:47:31.854719,1275,5,50,6,0.1,182,0,260,left,4,False,mobile,firefox,linux,b6fe589e-1625-4177-b5fc-03bbcffa9967
cf4c740a,2025-03-30T09:40:27.854719,4269,6,17,67,0.03,265,0,125,stationary,4,False,mobile,safari,android,027684bd-0566-492a-b122-9d14b0eb9784
55cb4501,2025-03-30T05:58:18.854719,735,3,49,71,0.69,60,2,71,left,2,False,mobile,edge,ios,e9027acb-89a5-4713-ba6a-023ed574375a
31d51237,2025-03-30T02:16:16.854719,4950,5,8,16,0.43,579,2,770,stationary,5,False,tablet,firefox,macos,f66d6216-5407-4151-84f5-62729ff337b3
e9e4bd2a,2025-03-29T21:48:09.854719,3525,2,9,24,0.08,493,2,704,left,1,True,mobile,edge,macos,321f1473-8675-4d2d-87bb-4d645ff605d0
1b2cd252,2025-03-30T01:30:54.854719,7354,7,18,93,0.63,491,3,402,left,4,False,mobile,edge,windows,efa456d9-69c2-494f-a03a-5dd20459a5f4
e8c27f8c,2025-03-29T22:43:44.854719,9552,3,21,64,0.86,105,0,120,left,0,True,mobile,safari,linux,7ba2b547-627f-4e49-a4c9-5ff58f25b8c7
781d8b3d,2025-03-30T00:44:09.854719,2898,2,2,10,0.26,447,2,508,stationary,3,True,tablet,firefox,android,6ac513e4-6c5c-4469-bd72-7f7fcbef2337
839a765a,2025-03-30T09:27:30.854719,5015,3,39,14,0.61,233,0,195,left,0,True,tablet,chrome,android,052e77d9-1508-4357-aa83-7a77367a68e1
03227efe,2025-03-30T07:46:09.854719,9218,5,29,37,0.86,579,2,195,stationary,4,False,tablet,chrome,windows,ca81ab41-88c3-4e21-833c-95300cc10036
ca419c9f,2025-03-30T05:24:18.854719,2829,3,3,3,0.66,541,0,629,stationary,5,False,tablet,safari,windows,ac3bf460-00e9-4936-8367-053659164f7e
5a11c77b,2025-03-30T07:08:10.854719,9081,9,18,41,0.42,152,3,345,left,2,True,tablet,edge,android,e44a056e-51f1-46cf-81ab-ebe4d452755b
b02028f6,2025-03-30T10:31:36.854719,2768,6,13,7,0.77,116,0,235,stationary,0,False,tablet,safari,windows,042b5d08-0792-45a5-80ef-9e057e85a8e2
78e640f7,2025-03-30T03:34:39.854719,7417,8,5,54,0.69,421,0,559,left,3,True,tablet,chrome,macos,fd30fce1-4918-44fc-bb20-331a51719b30
5d5351aa,2025-03-30T05:18:51.854719,4127,10,29,98,0.16,340,3,240,stationary,1,False,desktop,chrome,macos,1e9260ea-1578-4fbb-87bc-4ba383a6ec03
e3f19b47,2025-03-30T06:36:11.854719,2090,4,39,76,0.33,352,2,641,stationary,2,True,desktop,chrome,linux,c1175320-c15a-460c-8840-703b02f9ca28
f89518cf,2025-03-30T01:25:27.854719,6086,8,29,49,0.83,106,2,742,left,2,False,desktop,chrome,windows,c3b022d4-5a80-4907-92e5-72cbe7cab7a8
79fbf6c0,2025-03-30T00:41:05.854719,8300,9,32,0,0.2,202,1,702,left,5,False,tablet,safari,linux,917e3048-6223-4dec-84dd-9f4b9ecc6c67
cd7f2934,2025-03-30T09:44:24.854719,5966,4,27,87,0.54,158,2,232,right,4,True,tablet,chrome,macos,51deeb9a-575b-449c-946a-eac1847396ce
8a9d5ed2,2025-03-30T02:25:44.854719,8515,3,25,28,0.75,236,2,394,right,5,True,tablet,edge,windows,85531099-76ca-418a-af12-3db8ac862850
efc22a5d,2025-03-30T01:10:47.854719,4617,10,10,16,0.68,369,0,600,right,1,True,mobile,edge,macos,6a92241f-7207-473a-8afd-a941fe3572fc
618cc17d,2025-03-30T10:59:34.854719,4440,9,40,28,0.96,284,3,545,stationary,0,False,mobile,edge,windows,1bffdbea-9f37-43e3-875f-6ea1904f3847
696df3c1,2025-03-30T09:50:30.854719,919,1,48,27,0.44,511,0,649,right,3,False,mobile,firefox,android,03f20f28-b7bf-42a0-9800-9adec4ac36c7
bd1965a3,2025-03-29T22:56:46.854719,5307,1,41,71,0.53,204,0,547,left,1,True,desktop,safari,macos,d2e0a61a-0bf7-480e-9350-40e98932bea5
7f0de200,2025-03-29T23:21:11.854719,1460,7,40,17,0.19,391,1,313,stationary,5,True,desktop,firefox,macos,5afeab02-7452-46f1-af43-9f547aa60089
338fa97f,2025-03-30T09:19:17.854719,6817,9,49,54,0.7,125,2,368,left,2,True,desktop,chrome,ios,e276cbbe-4491-4606-b162-bf67983325b6
fa26c3af,2025-03-29T23:28:30.854719,5364,5,13,64,0.27,159,0,543,stationary,4,True,desktop,safari,windows,12685f29-6781-4ee0-b059-aef2a6c801fe
15e309fe,2025-03-30T07:37:02.854719,3801,10,4,49,0.71,249,3,325,stationary,4,False,mobile,edge,windows,9320ee9b-8732-4417-9629-c4faeeabef04
460e03ce,2025-03-30T02:59:13.854719,2852,3,40,12,0.03,139,0,422,stationary,1,False,mobile,chrome,linux,7222578f-96bc-4850-941e-8c829db1836d
b5329ba2,2025-03-30T10:36:14.854719,7938,2,14,14,0.18,389,1,82,stationary,5,True,tablet,safari,macos,bcaf8d6b-2d79-4524-a21d-01a766c9326d
3443e7aa,2025-03-29T23:29:00.854719,9277,4,23,17,0.44,362,1,532,left,0,False,tablet,safari,windows,ce22ee82-38db-4ea1-97c3-86029ad3cad0
55ea05c2,2025-03-29T23:36:52.854719,3844,4,4,75,0.94,468,1,126,stationary,4,True,mobile,chrome,windows,6307dccd-52c4-41ce-bf21-e20b0b6531c1
f301c2ad,2025-03-30T06:22:19.854719,4200,4,29,98,0.05,434,0,30,stationary,4,True,desktop,safari,windows,f5bfe532-bf1f-474c-b757-02808335ee3b
d4b1ef6e,2025-03-30T00:29:25.854719,1339,10,22,32,0.78,415,3,97,left,4,True,mobile,chrome,android,8ea3530f-76e8-436a-b93d-b35c0ccfc2e1
