player_id,timestamp,score,level,aliens_destroyed,shots_fired,accuracy,time_played_seconds,lives_remaining,player_x_position,player_movement,powerups_collected,game_completed,device_type,browser,os,session_id
5ddfb4b9,2025-03-30T04:01:57.604133,8501,6,40,100,0.7,99,1,36,stationary,2,False,tablet,edge,ios,579958ad-86a7-4675-a187-4a792d022fba
4ff0a9fb,2025-03-30T00:04:09.604133,1222,5,21,10,0.31,313,2,640,stationary,2,False,mobile,safari,windows,cedccd3d-d964-4ea5-89e7-4a8a6813d1ee
58af98ff,2025-03-30T10:17:45.604133,7890,5,9,67,0.79,292,1,477,right,3,True,desktop,edge,android,e9fab98c-a070-4d2c-b412-fffc93b1f3cb
ebb80f3f,2025-03-30T05:58:29.604133,363,1,26,5,0.72,346,2,169,left,5,False,mobile,firefox,windows,98ff9e1d-7e81-4645-afe4-1fd32b2cff9f
f8a9db56,2025-03-30T07:34:03.604133,3855,9,32,28,0.23,413,3,466,stationary,3,False,mobile,chrome,macos,80cc0f56-b554-44fa-9919-f00b450f2dd8
0090c054,2025-03-30T06:51:24.604133,6106,4,37,1,0.83,30,3,352,stationary,5,True,tablet,edge,android,7815ea0a-9878-44f4-9d49-61525fe9dccf
f0a2be61,2025-03-30T04:40:01.604133,9683,6,50,46,0.56,234,3,394,right,2,True,mobile,chrome,macos,16b87121-94aa-4d74-929c-4f5da6789b21
4a235665,2025-03-30T04:50:07.604133,7196,5,18,31,0.74,47,2,43,stationary,3,True,desktop,edge,windows,3e5a97a6-58cf-4b62-be97-4703fc696b5d
14ac6ec6,2025-03-30T06:25:23.604133,2277,1,15,56,0.69,86,2,588,left,2,False,mobile,safari,windows,8e662180-2f8c-491f-945a-8251acf6b829
f1d79442,2025-03-29T22:57:39.604133,156,5,46,8,0.05,268,1,481,right,0,True,mobile,firefox,macos,1f4305e7-9861-435c-88f3-2a030db0a861
