player_id,timestamp,score,level,aliens_destroyed,shots_fired,accuracy,time_played_seconds,lives_remaining,player_x_position,player_movement,powerups_collected,game_completed,device_type,browser,os,session_id
ff0bb058,2025-03-30T08:38:48.185447,133,4,0,17,0.58,448,1,371,left,1,True,desktop,firefox,linux,01238d9c-ece1-4df7-8fee-2b2bd3321b75
fda9bfe3,2025-03-29T22:34:53.185447,2102,10,5,5,0.08,261,1,411,left,2,False,desktop,edge,android,4056d502-3a0b-4db1-bc58-ca5933f8b2a2
178cdc8e,2025-03-30T07:17:45.185447,192,5,47,50,0.27,480,3,380,left,5,True,desktop,edge,android,5a58311b-d2e4-4a9a-a768-b622aa033b71
1079ecdd,2025-03-30T06:28:29.185447,605,4,1,8,0.66,293,2,182,left,4,False,desktop,chrome,android,47bd2a2e-b172-4f01-9ee8-f7ec3c1dea38
7407c42d,2025-03-30T08:24:55.185447,9377,5,24,38,0.04,97,1,688,stationary,0,False,tablet,chrome,linux,306c3e45-cd78-47e5-92aa-788da913d5e0
2687f24a,2025-03-30T09:59:41.185447,477,1,1,98,0.68,47,1,479,left,1,True,desktop,chrome,ios,0608e8f5-5d81-42c8-8390-526d5b7318ec
437843e5,2025-03-30T02:27:49.185447,4899,3,33,54,0.25,110,2,605,right,3,True,tablet,chrome,ios,9fbb5014-7099-4d1e-8f2b-ef7b297e6374
4e8ec6e9,2025-03-30T10:45:53.185447,8682,2,35,97,0.66,369,1,673,right,0,False,mobile,firefox,ios,e4cf9f7c-779b-4d41-942f-dd92b0c340d2
201fce07,2025-03-29T23:46:09.185447,7908,7,42,74,0.9,552,3,784,right,5,True,desktop,edge,macos,136ace43-8905-4474-a3bd-79ae314616d0
733c72d7,2025-03-30T02:12:50.185447,7358,2,42,71,0.94,120,2,690,stationary,4,True,desktop,chrome,macos,54d37ca5-7222-4b94-a923-ba8f445f0be1
b52d666c,2025-03-30T05:30:49.185447,6491,6,32,66,0.6,233,0,406,stationary,1,True,mobile,firefox,windows,4f2a0d82-36c8-4853-aca5-6dd2173d581e
368dbc59,2025-03-29T23:04:38.185447,7356,10,46,62,0.89,390,2,418,stationary,2,False,tablet,safari,windows,dd900678-2736-4a88-ab1c-73924a26a2f8
54e3c92c,2025-03-30T03:25:48.185447,2656,1,21,65,0.22,533,3,474,stationary,0,True,mobile,edge,android,5e7a3f77-4121-4fa9-82a8-28d83a5c28eb
5a8c5a2c,2025-03-30T02:48:41.185447,7588,2,26,30,0.0,580,3,484,right,1,True,mobile,chrome,macos,a40a53fb-2954-4d36-8735-6adc35824e5f
0209652a,2025-03-30T07:25:53.185447,4682,9,23,10,0.01,591,2,235,stationary,2,False,tablet,safari,linux,bf714a27-3f77-4aac-b259-f604047b8ffe
473528e4,2025-03-30T03:39:30.185447,5176,1,7,18,0.01,263,3,532,stationary,2,True,desktop,edge,macos,ec2ea40f-ea58-42b9-a56d-23dbb84ff5c3
97b5504f,2025-03-30T00:09:40.185447,5970,5,16,56,0.1,479,3,595,left,5,False,desktop,safari,macos,eddbdf5d-13a3-40c4-a751-31e14655f6ad
00190161,2025-03-30T01:19:30.185447,8056,2,26,67,0.71,592,3,57,left,2,False,mobile,chrome,android,17d2e105-eb98-4132-a60a-04a7be4fb472
a85b7a3a,2025-03-30T10:26:22.185447,785,9,17,50,0.37,342,3,665,left,1,False,desktop,safari,macos,d3f719e4-9775-47b6-8cf7-78a72a41d391
611878e3,2025-03-30T09:33:32.185447,4150,6,4,23,0.71,298,0,780,stationary,5,False,tablet,safari,linux,fe11bf23-8c35-434f-bde3-a1c3c5c78418
3ef38b77,2025-03-29T21:42:06.185447,691,10,21,92,0.35,506,1,144,stationary,1,True,tablet,safari,ios,cf85c76a-9ccf-4114-aa44-1cc7194f8532
dc96610e,2025-03-30T03:22:44.185447,4471,4,47,8,0.09,259,1,486,stationary,0,False,mobile,chrome,linux,2601847e-a14f-4d85-b44a-9fc35eacee3f
d6adbe1b,2025-03-30T06:03:04.185447,5721,5,10,89,0.5,279,0,168,stationary,1,False,tablet,chrome,macos,81b0bc66-6125-40a3-b8b1-52e3913d95bd
7b766e93,2025-03-30T07:47:12.185447,3902,6,1,32,0.95,408,1,315,stationary,0,True,mobile,firefox,linux,7246bc6a-d8d2-4ce0-9b9f-a851fcb376b9
ac624f3e,2025-03-30T03:27:55.185447,4705,7,6,70,0.39,210,0,311,stationary,4,True,desktop,chrome,linux,f5f55d8d-fd2f-4f99-87b9-40eb63a574d5
77ba6683,2025-03-30T00:38:34.185447,3388,3,39,95,0.71,61,0,554,right,0,False,desktop,firefox,ios,90e79557-eeb4-4e00-946b-af05ac999bd2
f333c703,2025-03-29T21:52:05.185447,3288,3,38,5,0.88,460,0,261,right,3,True,tablet,firefox,linux,9e5f7334-21d9-46d4-9c45-7fe5e3222c20
f8393216,2025-03-30T03:01:44.185447,1474,1,35,68,0.93,314,2,561,stationary,2,True,desktop,edge,linux,478615bd-fdb2-46a6-9d8c-dd1eafea2b48
80dcfd12,2025-03-29T22:25:14.185447,0,8,29,11,0.57,230,2,749,stationary,2,False,tablet,firefox,linux,85ea6a0c-af3a-4d83-a42b-d66fcf040df0
6e7be330,2025-03-30T05:46:12.185447,8138,7,1,63,0.64,498,3,146,left,1,True,tablet,safari,macos,e2d456fe-1fff-4c01-9c54-49ea6c1f2e5b
ef2e0f0e,2025-03-29T21:52:12.185447,3322,3,4,70,0.12,226,3,686,stationary,1,False,desktop,firefox,macos,35fca716-3cbf-4c7d-9bbd-887a5c16b1cb
775af25d,2025-03-29T22:27:27.185447,2348,5,25,73,0.1,229,2,142,right,3,True,tablet,firefox,windows,7f8df198-48e5-49c7-9e3c-3c38475a1b3a
c957e270,2025-03-29T23:29:37.185447,3849,9,11,89,0.54,253,3,426,left,4,False,mobile,firefox,windows,766740a3-1de3-4aad-853e-9abe32408739
30ffffb4,2025-03-29T23:15:01.185447,5465,6,19,92,0.85,34,3,60,right,4,False,mobile,safari,ios,a3f8a3fa-133a-4dcf-acf2-2349710d4b81
bfacf0e5,2025-03-29T23:04:07.185447,960,5,44,92,0.64,550,2,294,stationary,3,True,mobile,firefox,macos,a9a6bf44-864f-45a6-b13f-50f6d01634aa
742fa64f,2025-03-30T08:27:11.185447,2388,1,35,89,0.05,161,1,136,right,3,True,mobile,chrome,macos,abe859e2-ff57-4b0e-80cb-6cc469b97849
2bc83678,2025-03-30T03:42:22.185447,103,5,25,28,0.07,356,1,690,left,0,True,desktop,firefox,macos,166f7375-79db-4776-a2f8-bef5502b15f3
654bd7c2,2025-03-30T00:11:38.185447,2566,6,14,68,0.0,143,0,361,stationary,0,True,desktop,firefox,windows,6aabb74a-5101-4903-b709-50c61d0d22fc
047ae955,2025-03-29T22:51:30.185447,3115,10,16,7,0.46,299,3,660,right,4,False,desktop,safari,android,6ff3cc9d-3b1c-4193-aa5d-81c100f729c9
dc6af762,2025-03-30T03:28:02.185447,8874,7,8,49,0.16,269,0,774,stationary,4,False,desktop,firefox,macos,f3795f29-ac97-43ff-8231-7baa73c1e877
04fbe21b,2025-03-30T02:29:34.185447,8738,10,24,81,0.85,461,1,158,left,0,True,desktop,chrome,linux,508b3258-b28d-487e-a2ac-6f421cf81ce4
34a8d98f,2025-03-30T03:32:58.185447,4499,7,46,33,0.77,31,1,454,left,2,False,desktop,firefox,android,223220ca-c87a-4cbd-9c52-de4040be08e4
dd64cd2e,2025-03-30T01:11:49.185447,1760,9,43,68,0.93,332,3,22,right,5,True,tablet,chrome,macos,766c452b-f635-4b99-9b78-378d2146e9f8
51ee6b1c,2025-03-29T23:50:48.185447,6544,5,34,49,0.28,195,2,365,right,3,False,desktop,chrome,linux,f4aebda8-1ee0-4196-8482-20ce7e0c07e4
31494af1,2025-03-30T03:18:12.185447,1269,8,23,8,0.63,383,2,690,stationary,4,True,tablet,firefox,android,e8a50007-5fda-4e3a-8e87-35cf9b1fd873
4cb11d6c,2025-03-30T00:46:19.185447,2158,7,4,91,0.7,112,1,692,right,3,True,tablet,firefox,linux,ee91d1a5-3eb8-4db8-875f-efd89fe6c09b
b08909e2,2025-03-30T01:09:21.185447,2377,5,36,50,0.51,121,0,438,right,3,True,mobile,chrome,ios,d4703bb2-5014-430c-9582-ecc2ff247ef2
3be88897,2025-03-30T06:24:25.185447,9371,5,14,72,0.79,497,3,231,stationary,2,False,mobile,edge,ios,2ee0c484-23e3-4876-a3b2-052e09c22743
04aeeb99,2025-03-30T08:46:30.185447,5973,8,7,54,0.66,548,2,679,right,4,False,tablet,firefox,android,5171ad64-30f8-4af8-87a0-26faeb7a4dbb
