player_id,timestamp,score,level,aliens_destroyed,shots_fired,accuracy,time_played_seconds,lives_remaining,player_x_position,player_movement,powerups_collected,game_completed,device_type,browser,os,session_id
b657add1,2025-03-29T22:39:28.203953,2259,9,28,24,0.62,116,0,646,left,2,True,tablet,edge,android,8ca8f027-3155-4e0e-b90f-d2778ec4b668
01c06397,2025-03-30T04:06:32.203953,7876,7,31,61,0.33,558,3,672,stationary,2,True,mobile,chrome,ios,1491227e-1c85-4df1-a11e-f6355e5d37e7
d8705170,2025-03-30T04:52:57.203953,1344,4,44,26,0.41,105,3,703,right,4,True,tablet,safari,windows,00ebdfa0-6f7b-4b8c-b2ea-2ae1d2230e41
750f153a,2025-03-29T23:36:08.203953,1830,2,11,96,0.48,290,2,193,left,2,False,tablet,chrome,android,be97c651-ec74-4340-940c-e6c1f4cc145a
5bc61bc5,2025-03-30T09:05:05.203953,7823,5,0,92,0.66,350,0,770,left,1,True,desktop,firefox,macos,b71e087c-16a5-4d14-86c9-022608e5aba3
7e32a6a3,2025-03-29T21:51:55.203953,5665,3,43,84,1.0,331,1,455,stationary,0,False,tablet,safari,ios,60bfbb5c-a708-4aac-86b6-8065eeb28f5a
d5d68317,2025-03-30T03:32:34.203953,1747,6,1,1,0.95,305,0,513,stationary,3,True,tablet,chrome,macos,cff935a2-abe0-4110-b85d-cab16c30f55f
e3b8181c,2025-03-30T00:48:55.203953,7607,8,16,62,0.48,181,1,745,left,5,False,desktop,firefox,windows,6601c05d-0743-40b4-94bc-1f9f267532ab
892266b8,2025-03-30T08:59:46.203953,3283,3,2,18,0.63,315,2,251,stationary,4,True,tablet,edge,linux,34ef9d59-f0c3-4fde-b62f-5fcbb508e7dc
75a4295c,2025-03-30T02:30:23.203953,2738,6,7,44,0.85,391,1,74,left,1,False,desktop,firefox,android,df67f71b-6bdd-46c9-908c-823063cb8a13
24fe1efa,2025-03-30T10:07:14.203953,7964,9,5,83,0.25,477,2,145,stationary,2,True,mobile,safari,windows,62e6a06f-2ec4-4a3c-acfd-5cc8c6f6c443
2932b03a,2025-03-30T02:40:42.203953,9105,4,30,15,0.37,429,3,659,stationary,1,True,mobile,edge,macos,9067eeb3-581e-4207-890d-7a9ffae40eeb
818a7a56,2025-03-30T05:22:37.203953,6661,8,38,32,0.13,563,3,455,left,5,True,mobile,edge,android,23277f4d-aad9-4f79-8f33-562d104ba936
d178317f,2025-03-30T02:37:29.203953,2953,6,36,29,0.71,76,2,473,left,2,False,desktop,chrome,macos,9b50a767-145e-43af-8621-ea1f3261eede
c3799724,2025-03-30T03:36:49.203953,9870,7,12,25,0.45,53,2,630,right,3,True,tablet,safari,macos,9e43fce9-d643-4fe5-a7cf-b0604bc36ad5
b82fb081,2025-03-29T23:22:50.203953,900,8,3,71,0.41,387,0,717,right,4,True,mobile,firefox,ios,4a8d0524-1822-49f1-92cf-ca726c6d4303
ff87fa03,2025-03-29T22:19:58.203953,8296,9,19,60,0.37,54,0,623,stationary,3,False,tablet,edge,ios,c45a5835-6618-4f2a-94ab-cd4beb1ffefe
0d9d5a2e,2025-03-30T00:36:03.203953,9976,4,20,58,0.65,311,3,197,right,2,True,desktop,edge,ios,d89eb20d-dc3a-43d2-874a-4bf139a715e9
c6b129f3,2025-03-29T23:58:55.203953,200,3,40,30,0.06,554,1,36,left,2,True,mobile,edge,ios,732eafba-9975-40e0-b98f-bbb066d101e9
1f1705d4,2025-03-29T21:43:41.203953,8674,8,26,56,0.81,287,1,575,left,4,False,tablet,chrome,macos,7d93a75d-6adc-478c-b4d5-87ce501ffe4d
23a18162,2025-03-30T03:15:27.203953,3752,8,29,81,0.75,255,3,195,right,4,True,tablet,safari,macos,59cd6d02-f6e0-4288-97a7-8e3a683ff665
62a25b4f,2025-03-30T08:25:40.203953,5077,1,21,66,0.58,176,1,681,right,4,True,desktop,firefox,ios,6203d802-9b6e-4537-aac5-65d7d74aa7a9
73520d33,2025-03-30T05:55:06.203953,2178,8,21,26,0.75,492,2,105,right,0,True,mobile,firefox,linux,c870b1e4-cfd1-44ea-9631-0df03c9a1f1d
dfb30f2e,2025-03-30T06:32:35.203953,3242,4,17,57,0.51,338,0,518,stationary,5,True,desktop,edge,macos,7d2980d2-07b4-4637-ace3-35b8f34c0fbe
a9c20784,2025-03-30T05:15:10.203953,3509,7,29,57,0.46,409,1,98,right,0,False,desktop,chrome,android,a2322872-b900-4773-8daa-6712db8445da
4c447d90,2025-03-30T03:33:58.203953,8295,8,17,87,0.2,222,0,588,left,0,True,desktop,safari,ios,c18acd01-2f64-4fba-a5b2-73e07f1128ba
d02cfb68,2025-03-29T22:52:51.203953,8329,7,22,38,0.23,461,2,606,left,2,False,mobile,edge,ios,1ed84dd1-6561-40cc-9338-f51caa09a197
cd09ab71,2025-03-30T08:06:01.203953,4383,4,47,67,0.73,176,3,383,stationary,2,False,mobile,firefox,windows,a8204770-ab54-4e21-9164-7669e40275cc
