player_id,timestamp,score,level,aliens_destroyed,shots_fired,accuracy,time_played_seconds,lives_remaining,player_x_position,player_movement,powerups_collected,game_completed,device_type,browser,os,session_id
da3142b2,2025-03-30T06:47:29.187973,6996,4,37,22,0.94,126,0,642,right,2,False,tablet,chrome,ios,8e853c6a-1098-496a-9774-4af28e31af85
28e33d93,2025-03-30T09:59:18.187973,9975,10,25,28,0.29,92,0,59,stationary,4,False,tablet,edge,ios,02226e44-1678-49c0-ac55-a722f5c3c159
935099a7,2025-03-30T08:35:30.187973,4164,1,47,74,0.01,218,2,316,left,1,False,desktop,edge,ios,23f2c563-3805-458f-8dd4-fcd07e464008
b682876c,2025-03-30T05:32:26.187973,2699,8,24,69,0.69,432,3,283,right,3,True,tablet,chrome,ios,20e9edd9-68f6-4413-838f-2b1e9681ee44
06c09b17,2025-03-29T22:55:58.187973,9279,6,23,69,0.41,273,1,622,right,4,False,tablet,safari,ios,f282aa9b-5e1f-4edc-bc13-6d02c5673df5
f0093f14,2025-03-30T09:40:38.187973,9856,5,8,14,0.11,116,1,675,right,2,True,desktop,firefox,macos,3294b23d-f254-40c6-947b-de02e220c7b1
36f5b8ae,2025-03-29T23:10:56.187973,3102,9,40,48,0.65,571,1,291,stationary,3,False,mobile,firefox,windows,7a9ba9ca-2de0-4ca7-8d91-35167c4f9321
f2746ba3,2025-03-30T08:33:56.187973,4622,5,37,54,0.71,562,3,569,right,0,True,desktop,edge,macos,ba048ec8-075a-44a7-94bb-c62488c5443d
c09438bc,2025-03-30T07:43:13.187973,1296,3,16,65,0.45,85,0,778,stationary,3,False,mobile,firefox,ios,75f45436-6cfd-4701-a9d4-9208c6b59760
c056395c,2025-03-30T02:10:30.187973,8425,7,49,42,0.93,289,1,655,left,1,True,desktop,chrome,android,5dddcc99-86df-49fe-a330-dba2c5cadf52
1a678e1a,2025-03-30T10:50:50.187973,8293,1,32,38,0.86,308,1,639,left,4,False,mobile,edge,macos,dde3c27d-3f36-43cd-95ef-0459ebd9d9e9
